arena.map-DFS-SRC-RLE#5.50625#0#0#0#0#0#0#0#0
arena.map-DFS-SRC-RLE#5.50625#0#0#0#0#0#0#0#0
arena.map-DFS-SRC-RLE#5.50625#5.50625#0#0#0#0#0#0#0
arena.map-DFS-SRC-RLE#1.10625e-06#1.10625e-06#1.10625e-06#0#0#0#0#0#0#0
arena.map-DFS-SRC-RLE#1e-06#1e-06#0#0#0#0#0
arena.map-DFS-SRC-RLE#3e-06#3e-06#0#0#0#0#0
